TC_Number,Category,Class_Name,Method_Name,Description,Groups
227,Header/Footer,HeaderFooterTests,TC227_VerifyBehaviorWhenFooterLinkIsBroken,TC_227: Verify behavior when footer link is broken,"functional,ui,security"
228,Header/Footer,HeaderFooterTests,TC228_VerifyFooterLinksAccessibleWithoutLogin,TC_228: Verify footer links accessible without login,"functional,ui,consumer"
229,Search,SearchTests,TC229_VerifySearchByFullName,TC_229: Verify search by full book name returns results,"consumer,functional,ui"
230,Search,SearchTests,TC230_VerifySearchByPartialName,TC_230: Verify search by partial book name returns results,"consumer,functional,ui"
231,Search,SearchTests,TC231_VerifySearchByKeyword,TC_231: Verify search by keyword returns results,"consumer,functional,ui"
232,Search,SearchTests,TC232_VerifySearchNonExistingBook,TC_232: Verify non-existing book search returns safe empty-state,"functional,security,ui"
233,Search,SearchTests,TC233_VerifyEmptySearch,TC_233: Verify empty search shows validation or remains safely empty,"functional,security,ui"
234,Search,SearchTests,TC234_VerifySearchWithSpecialCharacters,TC_234: Verify special-character search is handled gracefully,"functional,security,ui"
235,Search,SearchTests,TC235_VerifyNumericSearch,TC_235: Verify numeric search does not break the search flow,"functional,security,ui"
236,Search,SearchTests,TC236_VerifySearchWithSpaces,TC_236: Verify leading/trailing spaces are ignored for valid searches,"consumer,functional,ui"
237,Search,SearchTests,TC237_VerifySearchIsCaseInsensitive,TC_237: Verify case-insensitive search returns the expected book,"consumer,functional,ui"
238,Search,SearchTests,TC238_VerifyLongTextSearch,TC_238: Verify long-text search is handled without crashing the page,"functional,regression,ui"
239,Search,SearchTests,TC239_VerifyMinimumCharacterSearch,TC_239: Verify single-character search completes without errors,"functional,regression,ui"
240,Search,SearchTests,TC240_VerifyMaximumCharacterLimitSearch,TC_240: Verify search field accepts long input up to the maximum length,"functional,regression,ui"
241,Search,SearchTests,TC241_VerifySearchBarVisibility,TC_241: Verify search bar is visible on the dashboard,"consumer,functional,ui"
242,Search,SearchTests,TC242_VerifySearchIconClickTriggersSearch,TC_242: Verify clicking the search icon triggers a search outcome,"consumer,functional,ui"
243,Search,SearchTests,TC243_VerifySearchFieldProtectedFromSqlInjection,TC_243: Verify the search field is protected from SQL injection,"functional,security,ui"
244,Search,SearchTests,TC244_VerifySearchFieldProtectedFromScriptInjection,TC_244: Verify the search field is protected from script injection,"functional,security,ui"
245,Search,SearchTests,TC245_VerifySearchReturnsMultipleResultsForCommonKeyword,TC_245: Verify a common keyword returns multiple results,"consumer,functional,ui"
246,Search,SearchTests,TC246_VerifyUserCanOpenBookFromSearchResults,TC_246: Verify the user can open and play the first book from search results,"consumer,functional,ui"
247,Search,SearchTests,TC247_VerifySearchResultsCountDisplayed,TC_247: Verify the search results count is available after a successful search,"consumer,functional,ui"
248,Search,SearchTests,TC248_VerifySearchAutoSuggestionsAppearWhileTyping,TC_248: Verify typing in the search field surfaces suggestions or live results,"consumer,functional,ui"
249,Search,SearchTests,TC249_VerifyBlankSpaceSearch,TC_249: Verify blank-space search shows validation or no results,"functional,security,ui"
250,Search,SearchTests,TC250_VerifyUnsupportedCharactersSearch,TC_250: Verify emoji input is handled safely and does not destabilize the page,"functional,regression,ui"
251,Search,SearchTests,TC251_VerifyVeryLongSearchText,TC_251: Verify very long search text is handled gracefully,"functional,regression,ui"
252,Search,SearchTests,TC252_VerifyRapidSearchQueries,TC_252: Verify rapid consecutive searches do not crash the page,"functional,regression,ui"
253,Search,SearchTests,TC253_VerifySearchWithSpecialLanguageCharacters,TC_253: Verify foreign-language search completes safely and keeps the page stable,"functional,regression,ui"
254,Search,SearchTests,TC254_VerifySearchWithMixedCharacters,TC_254: Verify mixed-character search is processed without errors and keeps the page stable,"functional,regression,ui"
255,Search,SearchTests,TC255_VerifyUserCanClearSearchField,TC_255: Verify the user can clear the search field,"consumer,functional,ui"
256,Search,SearchTests,TC256_VerifySearchPlaceholderTextVisible,TC_256: Verify the search input exposes placeholder text,"consumer,functional,ui"
257,Search,SearchTests,TC257_VerifySearchWorksWithEnterKey,TC_257: Verify pressing Enter triggers the search flow,"consumer,functional,ui"
258,Search,SearchTests,TC258_VerifySearchResponseTime,TC_258: Verify search response time is recorded and within the SLA,"functional,performance,ui"
259,Search,SearchTests,TC259_VerifyLargeDataSearchPerformance,TC_259: Verify large-data search response time is recorded and the page remains stable,"functional,performance,ui"
260,Search,SearchTests,TC260_VerifySearchFieldPreventsHtmlInjection,TC_260: Verify the search field prevents HTML injection,"functional,security,ui"
261,Search,SearchTests,TC261_VerifySearchFieldProtectedFromUrlInjection,TC_261: Verify the search field is protected from URL-based script injection,"functional,security,ui"
262,Search,SearchTests,TC262_VerifySearchByAuthorName,TC_262: Verify search by author name returns results,"consumer,functional,ui"
284,Book Details,ConsumerBookDetailsTests,TC284_VerifyBannerImagesAreVisibleOnDashboard,TC_284: Verify banner images are visible on dashboard,"functional,ui,consumer"
285,Book Details,ConsumerBookDetailsTests,TC285_VerifyBannerImagesScrollAutomatically,TC_285: Verify banner images scroll automatically,"functional,ui,consumer"
286,Book Details,ConsumerBookDetailsTests,TC286_VerifyUserCanManuallyScrollBanners,TC_286: Verify user can manually scroll banners,"functional,ui,consumer"
287,Book Details,ConsumerBookDetailsTests,TC287_VerifyClickingBannerOpensCorrespondingBookDetails,TC_287: Verify clicking banner opens corresponding book details,"functional,ui,consumer"
288,Book Details,ConsumerBookDetailsTests,TC288_VerifyCorrectBookOpensWhenBannerClicked,TC_288: Verify correct book opens when banner is clicked,"functional,ui,consumer"
289,Book Details,ConsumerBookDetailsTests,TC289_VerifyBookReviewsDisplayedOnBookDetailsPage,TC_289: Verify book reviews are displayed on book details page,"functional,ui,consumer"
290,Book Details,ConsumerBookDetailsTests,TC290_VerifyEpisodesListDisplayedOnBookDetailsPage,TC_290: Verify episodes list is displayed on book details page,"functional,ui,consumer"
291,Book Details,ConsumerBookDetailsTests,TC291_VerifyDurationDisplayedForEpisodesOrBook,TC_291: Verify duration is displayed for episodes or book,"functional,ui,consumer"
292,Book Details,ConsumerBookDetailsTests,TC292_VerifyRatingInformationDisplayedOnBookDetailsPage,TC_292: Verify rating information is displayed on book details page,"functional,ui,consumer"
293,Book Details,ConsumerBookDetailsTests,TC293_VerifyUserCanAccessReportOption,TC_293: Verify user can access report option,"functional,ui,consumer"
294,Book Details,ConsumerBookDetailsTests,TC294_VerifyAssignedCategoriesDisplayedOnBookDetailsPage,TC_294: Verify assigned categories are displayed on book details page,"functional,ui,consumer"
295,Book Details,ConsumerBookDetailsTests,TC295_VerifyBookSummaryDisplayedOnBookDetailsPage,TC_295: Verify book summary is displayed on book details page,"functional,ui,consumer"
296,Book Details,ConsumerBookDetailsTests,TC296_VerifyAvailableChaptersListedOnBookDetailsPage,TC_296: Verify available chapters are listed on book details page,"functional,ui,consumer"
297,Book Details,ConsumerBookDetailsTests,TC297_VerifyBehaviorWhenNoBannersExist,TC_297: Verify system behavior when no banners exist,"functional,ui,consumer"
298,Book Details,ConsumerBookDetailsTests,TC298_VerifyBehaviorWhenNoReviewsExist,TC_298: Verify behavior when no reviews exist,"functional,ui,consumer"
299,Book Details,ConsumerBookDetailsTests,TC299_VerifyBehaviorWhenNoEpisodesExist,TC_299: Verify behavior when no episodes exist,"functional,ui,consumer"
300,Book Details,ConsumerBookDetailsTests,TC300_VerifySystemStabilityWhenBannersClickedRapidly,TC_300: Verify system stability when banners are clicked rapidly,"functional,ui,performance,consumer"
301,Book Details,ConsumerBookDetailsTests,TC301_VerifyBannerLoadsCorrectlyOnSlowNetwork,TC_301: Verify banner loads correctly on slow network using CDP,"functional,ui,performance,consumer"
302,Book Details,ConsumerBookDetailsTests,TC302_VerifyScrollingWorksWithOnlyOneBanner,TC_302: Verify scrolling works correctly with only one banner,"functional,ui,consumer"
303,Book Details,ConsumerBookDetailsTests,TC303_VerifySystemHandlesManyBannersSmoothly,TC_303: Verify system handles many banners smoothly,"functional,ui,performance,consumer"
304,Book Details,ConsumerBookDetailsTests,TC304_VerifyBookCoverImageLoadsProperly,TC_304: Verify book cover image loads properly,"functional,ui,consumer"
305,Book Details,ConsumerBookDetailsTests,TC305_VerifySystemBehaviorWhenBookImageMissing,TC_305: Verify system behavior when book image is missing,"functional,ui,consumer"
306,Book Details,ConsumerBookDetailsTests,TC306_VerifyAudioStartsWhenClickingPlayAudio,TC_306: Verify audio starts when clicking Play Audio,"functional,ui,consumer"
307,Book Details,ConsumerBookDetailsTests,TC307_VerifyUserCanPausePlayingAudio,TC_307: Verify user can pause playing audio,"functional,ui,consumer"
308,Book Details,ConsumerBookDetailsTests,TC308_VerifyShareButtonFunctionality,TC_308: Verify share button functionality,"functional,ui,consumer"
309,Book Details,ConsumerBookDetailsTests,TC309_VerifyUserCanLikeABook,TC_309: Verify user can like a book,"functional,ui,consumer"
310,Book Details,ConsumerBookDetailsTests,TC310_VerifyUserCanUnlikeABook,TC_310: Verify user can unlike a book,"functional,ui,consumer"
311,Book Details,ConsumerBookDetailsTests,TC311_VerifyCategoriesAppearCorrectly,TC_311: Verify categories appear correctly on book details,"functional,ui,consumer"
312,Book Details,ConsumerBookDetailsTests,TC312_VerifyClickingCategoryNavigatesToCategoryPage,TC_312: Verify clicking category navigates to category page,"functional,ui,consumer"
313,Book Details,ConsumerBookDetailsTests,TC313_VerifySummaryContentLoads,TC_313: Verify summary content loads,"functional,ui,consumer"
314,Book Details,ConsumerBookDetailsTests,TC314_VerifyUiWhenSummaryIsMissing,TC_314: Verify UI behavior when summary is missing,"functional,ui,consumer"
315,Book Details,ConsumerBookDetailsTests,TC315_VerifyChapterListLoadsCorrectly,TC_315: Verify chapter list loads correctly,"functional,ui,consumer"
316,Book Details,ConsumerBookDetailsTests,TC316_VerifyChapterStartsPlayingWhenClicked,TC_316: Verify chapter starts playing when clicked,"functional,ui,consumer"
317,Book Details,ConsumerBookDetailsTests,TC317_VerifyUiWhenNoChaptersAvailable,TC_317: Verify UI behavior when no chapters are available,"functional,ui,consumer"
318,Book Details,ConsumerBookDetailsTests,TC318_VerifyChapterDurationDisplay,TC_318: Verify chapter duration is displayed,"functional,ui,consumer"
319,Book Details,ConsumerBookDetailsTests,TC319_VerifyReportOptionWorks,TC_319: Verify report option works correctly,"functional,ui,consumer"
320,Book Details,ConsumerBookDetailsTests,TC320_VerifyDuplicateReportHandling,TC_320: Verify duplicate report is handled correctly,"functional,ui,consumer"
321,Book Details,ConsumerBookDetailsTests,TC321_VerifyBackNavigationReturnsToDashboard,TC_321: Verify back navigation returns to dashboard,"functional,ui,consumer"
322,Book Details,ConsumerBookDetailsTests,TC322_VerifyUiWithLongBookTitles,TC_322: Verify UI handles long book titles correctly,"functional,ui,consumer"
323,Book Details,ConsumerBookDetailsTests,TC323_VerifyUiPerformanceWithManyChapters,TC_323: Verify UI performance with many chapters,"functional,ui,performance,consumer"
324,Audio Player,AudioPlayerTests,TC324_VerifyAudioStartsWhenClickingPlayButton,TC_324: Verify audio starts when clicking Play button,"functional,ui,consumer"
325,Audio Player,AudioPlayerTests,TC325_VerifyAudioPausesWhenPauseButtonClicked,TC_325: Verify audio pauses when Pause button is clicked,"functional,ui,consumer"
326,Audio Player,AudioPlayerTests,TC326_VerifyAudioResumesFromPausedPosition,TC_326: Verify audio resumes from paused position,"functional,ui,consumer"
327,Audio Player,AudioPlayerTests,TC327_VerifyUserCanSkipForward30Seconds,TC_327: Verify user can skip forward 30 seconds,"functional,ui,consumer"
328,Audio Player,AudioPlayerTests,TC328_VerifyUserCanRewind30Seconds,TC_328: Verify user can rewind 30 seconds,"functional,ui,consumer"
329,Audio Player,AudioPlayerTests,TC329_VerifyForwardButtonBehaviorNearAudioEnd,TC_329: Verify Forward 30 near audio end stops at duration or completes playback without overshooting,"functional,ui,consumer"
330,Audio Player,AudioPlayerTests,TC330_VerifyRewindBehaviorAtAudioStart,TC_330: Verify rewind behavior at audio start,"functional,ui,consumer"
331,Audio Player,AudioPlayerTests,TC331_VerifyClickingNextChapterPlaysNextChapter,TC_331: Verify clicking next chapter plays the next chapter,"functional,ui,consumer"
332,Audio Player,AudioPlayerTests,TC332_VerifyPreviousChapterNavigation,TC_332: Verify previous chapter navigation returns to earlier chapter,"functional,ui,consumer"
333,Audio Player,AudioPlayerTests,TC333_VerifyPreviousButtonBehaviorOnFirstChapter,TC_333: Verify previous button behavior on first chapter,"functional,ui,consumer"
334,Audio Player,AudioPlayerTests,TC334_VerifyUserCanChangePlaybackSpeed,TC_334: Verify user can change playback speed,"functional,ui,consumer"
335,Audio Player,AudioPlayerTests,TC335_VerifyMinimumSpeedSelection,TC_335: Verify minimum speed selection (0.5x),"functional,ui,consumer"
336,Audio Player,AudioPlayerTests,TC336_VerifyMaximumSpeedSelection,TC_336: Verify maximum speed selection (2x),"functional,ui,consumer"
337,Audio Player,AudioPlayerTests,TC337_VerifyVolumeSliderIncreasesAudioLevel,TC_337: Verify volume slider increases audio level,"functional,ui,consumer"
338,Audio Player,AudioPlayerTests,TC338_VerifyVolumeSliderDecreasesAudioLevel,TC_338: Verify volume slider decreases audio level,"functional,ui,consumer"
339,Audio Player,AudioPlayerTests,TC339_VerifyUserCanMuteAudio,TC_339: Verify user can mute audio,"functional,ui,consumer"
341,Audio Player,AudioPlayerTests,TC341_VerifyUserCanSeekForwardViaProgressBar,TC_341: Verify user can seek forward via progress bar,"functional,ui,consumer"
342,Audio Player,AudioPlayerTests,TC342_VerifyUserCanSeekBackwardViaProgressBar,TC_342: Verify user can seek backward via progress bar,"functional,ui,consumer"
343,Audio Player,AudioPlayerTests,TC343_VerifySeekBehaviorWhenDraggedBeyondAudioLength,TC_343: Verify seek behavior when dragged beyond audio length,"functional,ui,consumer"
344,Audio Player,AudioPlayerTests,TC344_VerifySubscribedUserCanListenToBook,TC_344: Verify subscribed user can listen to book,"functional,ui,consumer"
345,Audio Player,AudioPlayerTests,TC345_VerifySubscribedUserCanListenToMultipleBooks,TC_345: Verify subscribed user can listen to multiple books,"functional,ui,consumer"
346,Audio Player,AudioPlayerTests,TC346_VerifyFreeUserCanListenToOnlyOneBook,TC_346: Verify free user is redirected to payments after trying to listen to the second chapter,"functional,ui,security"
347,Audio Player,AudioPlayerTests,TC347_VerifyFreeUserCanOnlyListenToFirstBookFully,TC_347: Verify free user can listen only to the first chapter,"functional,ui,security"
350,Audio Player,AudioPlayerTests,TC350_VerifyPlaybackControlsWorkForSubscribedUsers,TC_350: Verify playback controls work for subscribed users,"functional,ui,consumer,regression"
351,Side Menu,SideMenuTests,TC351_VerifyHamburgerClickOpensMenu,TC_351: Verify hamburger click opens the side menu,"functional,ui,consumer"
352,Side Menu,SideMenuTests,TC352_VerifyHamburgerOpenCloseToggle,TC_352: Verify side menu opens and closes on hamburger toggle,"functional,ui,consumer"
353,Side Menu,SideMenuTests,TC353_VerifyAllSideMenuItemsVisible,TC_353: Verify all side menu items are visible,"functional,ui,consumer"
354,Side Menu,SideMenuTests,TC354_VerifyHomeNavigation,TC_354: Verify Home menu item navigates to the dashboard URL,"functional,ui,consumer"
355,Side Menu,SideMenuTests,TC355_VerifyGet80OffNavigation,TC_355: Verify Get 80% Off menu item navigates to the payments URL,"functional,ui,consumer"
356,Side Menu,SideMenuTests,TC356_VerifyMostFavoriteNavigation,TC_356: Verify Most Favorite menu item navigates to the favorites URL,"functional,ui,consumer"
357,Side Menu,SideMenuTests,TC357_VerifyTransactionHistoryNavigation,TC_357: Verify Transaction History menu item navigates to the transactions URL,"functional,ui,consumer"
358,Side Menu,SideMenuTests,TC358_VerifyAboutUsNavigation,TC_358: Verify About Us menu item navigates to the about_us URL,"functional,ui,consumer"
359,Side Menu,SideMenuTests,TC359_VerifyContactNavigation,TC_359: Verify Contact menu item navigates to the contact_us URL,"functional,ui,consumer"
360,Side Menu,SideMenuTests,TC360_VerifyDownloadAppsNavigation,TC_360: Verify Download Apps menu item is visible,"functional,ui,consumer"
361,Role Access,RoleAccessTests,verifyCreatorMenuNotVisibleForConsumer,TC_361: Verify 'For Creators' NOT visible for Consumer,
362,Role Access,RoleAccessTests,verifyCreatorMenuVisibleForUploader,TC_362: Verify 'For Creators' visible for Uploader,
363,Role Access,RoleAccessTests,verifyUploaderCanAccessCreatorPage,TC_363: Verify Uploader can navigate to Creator page,
364,Role Access,RoleAccessTests,verifyConsumerBlockedFromCreatorUrl,TC_364: Verify Consumer blocked from Creator page via direct URL,
365,Hamburger,HamburgerMenuBehaviorTests,TC365_VerifyMenuClosesOnOutsideClick,TC_365: Verify menu closes on outside click,"functional,ui,consumer"
366,Hamburger,HamburgerMenuBehaviorTests,TC366_VerifyStabilityOnRapidClicks,TC_366: Verify stability on rapid clicks,"functional,ui,consumer"
367,Hamburger,HamburgerMenuBehaviorTests,TC367_VerifyScrollingInSmallScreens,TC_367: Verify scrolling in small screens,"functional,ui,consumer"
368,Hamburger,HamburgerMenuBehaviorTests,TC368_VerifyKeyboardNavigation,TC_368: Verify keyboard navigation,"functional,ui,consumer,accessibility"
369,Hamburger,HamburgerMenuBehaviorTests,TC369_VerifyThemeModeUI,TC_369: Verify dark/light mode UI,"functional,ui,consumer"
370,Hamburger,HamburgerMenuBehaviorTests,TC370_VerifyUIWithLongLabels,TC_370: Verify UI with long labels,"functional,ui,consumer"
371,Hamburger,HamburgerMenuBehaviorTests,TC371_VerifyHamburgerVisibleOnAllPages,TC_371: Verify hamburger icon visible across all pages,"functional,ui,consumer"
372,Offer,OfferTests,TC372_VerifyOfferPageAccessibleFromMenu,TC_372: Verify user can open Get 80% offer page from menu,"functional,ui,consumer"
373,Offer,OfferTests,TC373_VerifyStartListeningButtonVisible,TC_373: Verify Start Listening Now button is visible on the offer page,"functional,ui,consumer"
374,Offer,OfferTests,TC374_VerifyStartListeningClickExecutes,TC_374: Verify clicking Start Listening Now button executes without error,"functional,ui,consumer"
375,Offer,OfferTests,TC375_VerifySecondCTARedirectsToPayment,TC_375: Verify second Start Listening Now redirects to payment,"functional,ui,consumer"
376,Payment,PaymentTests,verifyPaymentGatewayLoads,TC_376: Verify payment gateway loads successfully,
377,Payment,PaymentTests,verifyPaymentGatewayURL,TC_377: Verify correct payment gateway URL,
378,Security,SecurityTests,TC378_VerifyPaymentPageHTTPS,TC_378: Verify HTTPS is used on the payment page,"security,functional,performance"
379,Offer,OfferTests,TC379_VerifyDoubleClickHandledGracefully,TC_379: Verify double click on CTA does not break flow,"functional,ui,regression"
381,Offer,OfferTests,TC381_VerifyDisabledButtonForActiveSubscription,TC_381: Verify disabled button behavior reflects active subscription state,"functional,ui,consumer"
382,Payment,PaymentTests,verifyBackNavigationFromPayment,TC_382: Verify back button from payment page,
383,Security,SecurityTests,TC383_VerifyPaymentFlowSessionExpiry,TC_383: Verify session expiry behavior on the payment flow,"security,functional,performance"
388,Subscription,SubscriptionManagementTests,TC388_VerifyActivePlanDisplayed,TC_388: Verify active subscription plan is displayed,"functional,ui,consumer"
389,Subscription,SubscriptionManagementTests,TC389_VerifyPlanStatusCorrect,TC_389: Verify plan status is shown correctly,"functional,ui,consumer"
390,Subscription,SubscriptionManagementTests,TC390_VerifyCancelButtonVisible,TC_390: Verify cancel button is visible for active plans,"functional,ui,consumer"
391,Subscription,SubscriptionManagementTests,TC391_VerifyCancelCanBeDeclined,TC_391: Verify cancel action can be declined,"functional,ui,consumer"
392,Subscription,SubscriptionManagementTests,TC392_VerifyCancelConfirmationPopup,TC_392: Verify confirmation popup for cancel action,"functional,ui,consumer"
393,Subscription,SubscriptionManagementTests,TC393_VerifyPlanCancellation,TC_393: Verify user can cancel subscription,"functional,ui,consumer"
394,Subscription,SubscriptionManagementTests,TC394_VerifyStatusAfterCancellation,TC_394: Verify plan status after cancellation,"functional,ui,consumer"
395,Subscription,SubscriptionManagementTests,TC395_VerifyAccessUntilExpiry,TC_395: Verify user retains access till expiry,"functional,ui,consumer"
396,Subscription,SubscriptionManagementTests,TC396_VerifyCannotSelectNewPlanAfterCancel,TC_396: Verify user cannot select new plan after cancel,"functional,ui,consumer"
397,Subscription,SubscriptionManagementTests,TC397_VerifyPlanSelectionUIDisabled,TC_397: Verify UI disables plan selection,"functional,ui,consumer"
398,Subscription,SubscriptionManagementTests,TC398_VerifyApiRestrictionAfterCancel,TC_398: Verify backend restricts new subscription,"functional,ui,consumer"
399,Subscription,SubscriptionManagementTests,TC399_VerifyCanSelectPlanAfterExpiry,TC_399: Verify user can select new plan after expiry,"functional,ui,consumer"
401,Subscription,SubscriptionManagementTests,TC401_VerifyCannotCancelTwice,TC_401: Verify user cannot cancel twice,"functional,ui,consumer"
402,Subscription,SubscriptionManagementTests,TC402_VerifyStatePersistsAfterRefresh,TC_402: Verify state persists after refresh,"functional,ui,consumer"
403,Subscription,SubscriptionManagementTests,TC403_VerifyStateAfterRelogin,TC_403: Verify state after re-login,"functional,ui,consumer"
404,Favourites,FavouritesManagementTests,TC404_VerifyEmptyFavouritesState,TC_404: Verify empty state when no books added,"functional,ui,consumer"
405,Favourites,FavouritesManagementTests,TC405_VerifyAddBookToFavourites,TC_405: Verify book is added to favourites,"functional,ui,consumer"
406,Favourites,FavouritesManagementTests,TC406_VerifyRemoveBookFromFavourites,TC_406: Verify removal of book,"functional,ui,consumer"
407,Favourites,FavouritesManagementTests,TC407_VerifyMultipleBooksDisplay,TC_407: Verify multiple books listed correctly,"functional,ui,consumer"
408,Favourites,FavouritesManagementTests,TC408_VerifySearchInFavourites,TC_408: Verify search functionality,"functional,ui,consumer"
409,Favourites,FavouritesManagementTests,TC409_VerifyMultipleBooksSelection,TC_409: Verify selection checkbox works,"functional,ui,consumer"
410,Favourites,FavouritesManagementTests,TC410_VerifyRemoveSelectedBooks,TC_410: Verify bulk removal,"functional,ui,consumer"
411,Favourites,FavouritesManagementTests,TC411_VerifyDeselectAll,TC_411: Verify deselect functionality,"functional,ui,consumer"
412,Favourites,FavouritesManagementTests,TC412_VerifyCancelAction,TC_412: Verify cancel button behavior,"functional,ui,consumer"
413,Favourites,FavouritesManagementTests,TC413_VerifyPaginationOrScroll,TC_413: Verify large list handling (pagination/scroll),"functional,ui,consumer"
414,Favourites,FavouritesManagementTests,TC414_VerifySearchInFavouritesByAuthorName,TC_414: Verify search in favourites by author name,"functional,ui,consumer"
415,Favourites,FavouritesManagementTests,TC415_VerifyGuestCannotAddFavourites,TC_415: Verify guest user cannot add favourite without login,"functional,ui,security"
416,Favourites,FavouritesManagementTests,TC416_VerifyNetworkFailureHandling,TC_416: Verify behavior on API failure,"functional,ui,consumer"
417,Favourites,FavouritesManagementTests,TC417_VerifyMaxFavouritesLimit,TC_417: Verify max favourites limit,"functional,ui,consumer"
418,Favourites,FavouritesManagementTests,TC418_VerifyUIConsistency,TC_418: Verify UI elements,"functional,ui,consumer"
419,Transactions,TransactionsTests,verifyTransactionsDisplayedInCardFormat,,
420,Transactions,TransactionsTests,verifyTransactionCardShowsPlanDateAmount,,
421,Transactions,TransactionsTests,verifyTransactionStatusCompletedDisplayed,,
422,Transactions,TransactionsTests,verifyTransactionAmountDisplayed,,
423,Transactions,TransactionsTests,verifyTransactionDateTimeFormat,,
424,Transactions,TransactionsTests,verifyPaymentMethodDisplayed,,
425,Transactions,TransactionsTests,verifySubscriptionDurationDisplayed,,
426,Transactions,TransactionsTests,verifyInvoiceDownload,,
427,Transactions,TransactionsTests,verifySearchByValidTransactionId,,
428,Transactions,TransactionsTests,verifySearchInvalidIdShowsNoResult,,
429,Transactions,TransactionsTests,verifyEmptySearchShowsDefaultList,,
430,Transactions,TransactionsTests,verifyFilterPopupOpens,,
439,Transactions,TransactionsTests,verifySpecialCharacterSearch,,
440,Transactions,TransactionsTests,verifyMaxLengthTransactionId,,
441,Transactions,TransactionsTests,verifyInvoiceDownloadErrorHandling,,
443,Uploader,UploaderTests,verifyUploadBookPageLoads,,
444,Uploader,UploaderTests,verifyBookUploadWithValidData,,
445,Uploader,UploaderTests,verifyMandatoryFieldValidation,,
446,Uploader,UploaderTests,verifyInvalidFileFormatValidation,,
447,Uploader,UploaderTests,verifyMaxFileSizeValidation,,
448,Uploader,UploaderTests,verifyBookTitleValidation,,
450,Uploader,UploaderTests,verifySpecialCharactersInTitle,,
451,Uploader,UploaderTests,verifyCoverImageUpload,,
452,Uploader,UploaderTests,verifyNetworkInterruptionDuringUpload,,
453,Uploader,UploaderTests,verifyChapterUploadScreenOpens,,
454,Uploader,UploaderTests,verifyChapterUploadWithValidFile,,
455,Uploader,UploaderTests,verifyChapterMandatoryFieldsValidation,,
456,Uploader,UploaderTests,verifyInvalidAudioFormatRejection,,
457,Uploader,UploaderTests,verifyChapterMaxFileSizeValidation,,
458,Uploader,UploaderTests,verifyChapterSequenceOrder,,
459,Uploader,UploaderTests,verifyDuplicateChapterUploadAllowed,,
460,Uploader,UploaderTests,verifySpecialCharactersInChapterTitle,,
461,Uploader,UploaderTests,verifyMultipleChaptersUpload,,
462,Uploader,UploaderTests,verifyCancelUploadAction,,
463,Uploader,UploaderTests,verifyChapterSummaryAcceptsValidInput,,
464,Uploader,UploaderTests,verifyUploadedBooksAreListed,,
465,Uploader,UploaderTests,verifyBookDetailsDisplay,,
466,Uploader,UploaderTests,verifySearchBookByName,,
467,Uploader,UploaderTests,verifySearchInvalidBookShowsNoResult,,
468,Uploader,UploaderTests,verifyEmptySearchBehavior,,
469,Uploader,UploaderTests,verifyPaginationForLargeData,,
470,Uploader,UploaderTests,verifySpecialCharactersInSearch,,
471,Uploader,UploaderTests,verifyChaptersListDisplayed,,
472,Uploader,UploaderTests,verifyChapterDetails,,
474,Uploader,UploaderTests,verifyEditPageLoads,,
475,Uploader,UploaderTests,verifyTitleUpdateFunctionality,,
476,Uploader,UploaderTests,verifyDescriptionEdit,,
477,Uploader,UploaderTests,verifyPortraitImageReplacement,,
478,Uploader,UploaderTests,verifyLandscapeImageReplacement,,
479,Uploader,UploaderTests,verifyRequiredFieldsValidation,,
480,Uploader,UploaderTests,verifyInvalidFileFormatUpload,,
481,Uploader,UploaderTests,verifyNextFunctionality,,
482,Uploader,UploaderTests,verifyPartialUpdate,,
483,Uploader,UploaderTests,verifySpecialCharactersHandling,,
484,Uploader,UploaderTests,verifyDuplicateTitlePrevention,,
485,Uploader,UploaderTests,verifyDeleteBookFunctionality,,
486,Uploader,UploaderTests,verifyDeleteBookCancel,,
487,Uploader,UploaderTests,verifyDeletePopupDisplayed,,
488,Uploader,UploaderTests,verifyUnauthorizedDeleteAccessControl,,
489,Uploader,UploaderTests,verifyDeleteWithNetworkFailure,,
490,Chapter,ChapterTests,TC490_VerifyChapterEditScreenLoads,TC_490: Verify chapter edit screen loads with chapter details,"functional,ui,consumer"
491,Chapter,ChapterTests,TC491_VerifyChapterTitleUpdate,TC_491: Verify chapter title can be updated,"functional,ui,consumer"
492,Chapter,ChapterTests,TC492_VerifyChapterAudioUpdate,TC_492: Verify chapter audio can be updated,"functional,ui,consumer"
493,Chapter,ChapterTests,TC493_VerifyInvalidChapterFileUpload,TC_493: Verify invalid file is rejected during chapter audio upload,"functional,ui,security"
494,Chapter,ChapterTests,TC494_VerifyChapterEditCancel,TC_494: Verify chapter edit cancel preserves original title,"functional,ui,consumer"
495,Chapter,ChapterTests,TC495_VerifyChapterDeleteFunctionality,TC_495: Verify chapter can be deleted,"functional,ui,consumer"
496,Chapter,ChapterTests,TC496_VerifyChapterDeleteCancel,TC_496: Verify chapter delete cancel preserves chapter count,"functional,ui,consumer"
497,Chapter,ChapterTests,TC497_VerifyFirstAndLastChapterDeletion,TC_497: Verify first and last chapter deletion boundary,"functional,ui,consumer"
498,Chapter,ChapterTests,TC498_VerifyChapterDeleteAccessControl,TC_498: Verify chapter delete is restricted to owner,"functional,ui,security"
500,Uploader,UploaderTests,verifyConcurrentEditHandling,,
501,Uploader,UploaderTests,verifyDeleteWhileViewingInAnotherTab,,
